,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
1453,1,blue-collar,married,secondary,no,1,no,no,cellular,0,aug,0,1,1,1,failure,no
1454,1,services,divorced,secondary,no,0,yes,yes,telephone,0,feb,0,1,1,1,failure,no
1455,1,blue-collar,married,primary,no,1,no,no,cellular,1,jun,0,0,1,1,failure,no
1456,1,management,single,secondary,no,0,yes,no,telephone,0,jul,1,1,1,1,failure,no
1457,0,admin.,single,primary,no,1,yes,yes,cellular,0,jul,0,1,1,1,failure,no
1458,1,management,divorced,secondary,no,0,yes,no,cellular,1,jun,1,0,1,1,failure,no
1459,1,entrepreneur,divorced,tertiary,no,0,no,no,cellular,0,oct,1,0,1,1,failure,no
1460,0,services,married,secondary,no,1,yes,yes,cellular,1,nov,1,0,1,1,failure,no
1461,0,technician,single,secondary,no,0,no,no,telephone,0,jul,0,1,1,1,failure,no
1462,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,apr,1,0,1,1,other,yes
1463,0,technician,single,tertiary,no,1,yes,no,cellular,1,apr,0,0,1,1,failure,no
1464,1,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,0,may,0,1,1,1,other,no
1465,1,technician,divorced,tertiary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
1466,1,unemployed,single,secondary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
1467,1,blue-collar,married,tertiary,no,1,no,no,cellular,0,jun,1,0,1,1,failure,no
1468,0,technician,divorced,secondary,no,0,yes,yes,cellular,0,feb,0,0,1,1,failure,no
1469,0,unemployed,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
1470,0,admin.,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
1471,0,admin.,single,secondary,no,0,yes,yes,cellular,1,nov,1,0,1,1,failure,no
1472,1,admin.,single,secondary,no,0,yes,yes,cellular,0,jun,0,0,1,1,failure,no
1473,1,admin.,married,secondary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,yes
1474,1,blue-collar,single,primary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
1475,0,technician,single,secondary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,no
1476,1,management,married,tertiary,no,1,no,no,cellular,1,jul,1,0,1,1,failure,no
1477,0,technician,married,secondary,no,1,no,no,cellular,1,aug,0,1,1,1,failure,no
1478,0,technician,single,secondary,no,0,no,yes,cellular,1,aug,0,1,1,1,failure,no
1479,1,management,married,primary,no,0,no,no,cellular,0,jun,0,0,1,1,failure,no
1480,0,technician,single,secondary,no,0,no,yes,cellular,0,jul,1,0,1,1,failure,no
1481,0,admin.,married,secondary,no,0,no,no,cellular,0,feb,1,1,1,1,failure,yes
1482,1,admin.,divorced,secondary,no,1,no,yes,cellular,1,nov,0,1,1,1,failure,no
1483,0,technician,single,tertiary,no,0,no,no,cellular,0,aug,0,0,1,1,failure,no
1484,0,self-employed,single,tertiary,no,1,no,no,cellular,1,dec,1,1,1,1,failure,yes
1485,1,retired,married,primary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
1486,0,services,married,secondary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
1487,0,technician,married,tertiary,no,1,no,no,cellular,1,may,0,1,1,1,failure,no
1488,0,services,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
1489,0,management,married,tertiary,no,1,no,no,cellular,0,may,1,0,1,1,failure,no
1490,0,management,divorced,tertiary,no,0,yes,yes,cellular,1,jul,0,1,1,1,failure,no
1491,1,blue-collar,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
1492,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
1493,0,services,married,secondary,no,0,yes,yes,cellular,1,jun,1,1,1,1,failure,no
1494,1,admin.,married,primary,no,1,yes,yes,telephone,1,jul,1,1,1,1,failure,yes
1495,0,blue-collar,married,secondary,no,1,yes,yes,cellular,0,feb,1,1,1,1,failure,no
1496,0,blue-collar,single,secondary,no,0,no,yes,telephone,0,sep,1,1,1,1,failure,yes
1497,1,management,married,tertiary,no,0,no,no,cellular,1,oct,0,1,1,1,failure,yes
1498,1,management,married,tertiary,no,0,yes,no,telephone,1,jul,1,1,1,1,failure,no
1499,0,technician,single,secondary,no,1,no,no,cellular,0,sep,0,1,1,1,failure,no
1500,0,admin.,single,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
1501,0,services,single,secondary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,yes
1502,1,technician,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
1503,1,retired,married,secondary,no,0,no,no,telephone,0,jul,1,1,1,1,failure,no
1504,1,blue-collar,married,primary,no,1,yes,no,cellular,1,may,0,1,1,1,failure,no
1505,0,admin.,single,secondary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
1506,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
1507,0,blue-collar,single,primary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
1508,0,technician,single,secondary,no,1,yes,no,cellular,1,aug,1,1,1,1,failure,no
1509,0,student,single,tertiary,no,1,no,no,cellular,0,oct,0,0,1,1,failure,no
1510,0,technician,single,secondary,no,1,no,no,cellular,0,mar,1,0,1,1,other,no
1511,0,blue-collar,married,secondary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
1512,0,housemaid,married,secondary,no,0,yes,yes,cellular,0,jul,0,1,1,1,failure,no
1513,1,blue-collar,married,secondary,no,1,yes,yes,cellular,1,jun,0,1,1,1,failure,no
1514,0,services,single,secondary,no,0,no,no,cellular,0,feb,1,0,1,1,other,no
1515,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
1516,1,entrepreneur,married,primary,no,1,no,no,telephone,0,jul,1,1,1,1,failure,no
1517,0,management,married,tertiary,no,0,no,no,cellular,1,sep,0,1,1,1,failure,yes
1518,0,services,divorced,secondary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
1519,0,technician,married,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
1520,0,services,married,primary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
1521,1,blue-collar,married,secondary,no,0,no,yes,cellular,1,jul,0,0,1,1,failure,no
1522,1,management,married,tertiary,no,1,no,yes,cellular,0,jul,0,1,1,1,failure,no
1523,1,management,married,tertiary,yes,0,yes,no,cellular,1,nov,1,1,1,1,failure,no
1524,1,retired,married,secondary,no,1,no,no,cellular,1,may,1,1,1,1,success,yes
1525,1,self-employed,divorced,tertiary,no,0,no,no,cellular,1,jun,1,1,1,1,failure,no
1526,0,blue-collar,married,secondary,no,0,yes,yes,cellular,1,may,0,1,1,1,failure,no
1527,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,jun,1,0,1,1,other,yes
1528,0,management,single,tertiary,no,0,yes,no,cellular,0,jul,0,0,1,1,failure,no
1529,1,technician,single,secondary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
1530,0,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,no
1531,1,blue-collar,divorced,primary,no,1,yes,no,cellular,0,feb,0,1,1,1,failure,no
1532,1,management,divorced,secondary,no,0,no,no,cellular,0,jul,0,1,1,1,failure,no
1533,1,retired,married,tertiary,no,1,no,no,telephone,0,oct,1,1,1,1,failure,no
1534,0,services,married,secondary,no,1,yes,yes,cellular,0,feb,0,1,1,1,failure,no
1535,0,management,married,tertiary,no,1,yes,no,cellular,0,feb,1,1,1,1,other,yes
1536,0,management,married,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
1537,1,blue-collar,married,primary,no,1,yes,yes,cellular,1,aug,0,1,1,1,failure,no
1538,0,management,married,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
1539,0,services,married,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
1540,1,blue-collar,divorced,secondary,no,0,no,yes,cellular,0,jul,1,1,1,1,failure,no
1541,0,technician,single,secondary,no,1,yes,yes,cellular,0,may,0,0,1,1,failure,no
1542,0,management,married,tertiary,no,1,yes,no,cellular,1,may,1,1,1,1,failure,no
1543,0,technician,single,secondary,no,1,yes,no,cellular,0,aug,1,1,1,1,failure,yes
1544,1,housemaid,divorced,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
1545,1,management,single,tertiary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
1546,1,unemployed,married,secondary,no,1,no,no,cellular,0,aug,1,0,1,1,failure,no
1547,0,technician,single,secondary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
1548,0,services,single,secondary,no,1,no,yes,cellular,1,jul,1,1,1,1,failure,yes
1549,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,1,1,1,1,other,no
1550,0,blue-collar,single,secondary,no,1,no,no,cellular,1,oct,1,0,1,1,other,yes
1551,0,technician,married,tertiary,no,0,no,no,cellular,1,mar,1,0,1,1,failure,no
1552,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
1553,0,blue-collar,married,secondary,no,1,yes,no,cellular,0,jun,1,0,1,1,failure,no
1554,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,1,1,1,1,failure,no
1555,0,self-employed,married,secondary,no,1,no,no,cellular,1,nov,0,1,1,1,failure,no
1556,0,technician,single,secondary,no,1,no,yes,cellular,1,jul,0,1,1,1,failure,no
1557,0,services,married,secondary,no,1,no,no,cellular,1,jun,0,1,1,1,failure,no
1558,0,management,single,secondary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
1559,1,management,divorced,tertiary,no,0,no,yes,cellular,0,jul,0,1,1,1,failure,no
1560,0,management,married,secondary,no,1,yes,no,cellular,0,jul,1,1,1,1,failure,yes
1561,0,technician,married,secondary,no,1,no,no,cellular,1,oct,1,1,1,1,failure,yes
1562,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
1563,0,blue-collar,married,primary,no,0,yes,no,cellular,1,may,0,1,1,1,other,no
1564,0,admin.,single,secondary,no,1,yes,no,telephone,0,apr,0,1,1,1,failure,no
1565,1,unemployed,married,primary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
1566,1,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
1567,1,entrepreneur,married,tertiary,no,1,no,no,cellular,0,jun,1,1,1,1,failure,yes
1568,0,unemployed,married,primary,no,0,no,no,cellular,0,feb,1,0,1,1,failure,no
1569,1,technician,married,secondary,no,0,no,no,telephone,1,feb,1,1,1,1,failure,no
1570,1,management,divorced,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
1571,0,management,married,tertiary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
1572,0,services,single,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
1573,1,retired,married,secondary,no,1,no,no,telephone,1,apr,0,1,1,1,failure,no
1574,1,retired,married,secondary,no,1,no,no,cellular,0,jun,1,0,1,1,failure,yes
1575,0,blue-collar,married,tertiary,no,0,yes,no,cellular,1,may,1,0,1,1,failure,no
1576,0,management,married,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
1577,0,blue-collar,married,secondary,no,0,yes,yes,cellular,1,may,0,1,1,1,failure,no
1578,0,management,single,tertiary,no,0,no,no,cellular,1,jan,1,1,1,1,failure,no
1579,1,entrepreneur,married,tertiary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
1580,1,management,married,primary,no,0,yes,no,cellular,0,feb,0,1,1,1,failure,no
1581,0,blue-collar,single,primary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
1582,0,admin.,divorced,secondary,no,0,no,yes,cellular,0,jul,0,0,1,1,failure,no
1583,1,management,married,tertiary,no,1,yes,no,cellular,0,aug,0,1,1,1,failure,no
1584,0,self-employed,married,secondary,no,1,yes,no,cellular,1,jun,0,1,1,1,failure,no
1585,0,management,single,tertiary,no,0,no,no,cellular,1,may,1,0,1,1,failure,no
1586,0,blue-collar,married,primary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
1587,0,student,single,tertiary,no,0,yes,no,cellular,0,may,1,1,1,1,failure,yes
1588,0,admin.,married,secondary,no,0,yes,no,cellular,1,apr,1,0,1,1,failure,no
1589,1,retired,married,primary,no,1,no,no,telephone,0,feb,1,1,1,1,failure,no
1590,0,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,0,0,1,1,failure,no
1591,1,blue-collar,divorced,primary,no,0,no,yes,cellular,0,jul,1,1,1,1,failure,no
1592,1,retired,married,secondary,no,1,no,yes,telephone,1,jul,1,1,1,1,failure,no
1593,0,self-employed,married,tertiary,no,0,yes,no,cellular,1,nov,1,0,1,1,failure,no
1594,1,technician,married,secondary,no,0,no,no,cellular,1,jun,0,1,1,1,failure,no
1595,0,self-employed,single,secondary,no,1,yes,yes,cellular,0,jun,0,1,1,1,failure,no
1596,0,services,married,secondary,no,1,yes,no,cellular,1,nov,1,1,1,1,failure,no
1597,0,blue-collar,married,primary,no,0,yes,no,cellular,1,mar,0,1,1,1,failure,no
1598,0,technician,married,secondary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,yes
1599,1,retired,married,secondary,no,1,no,no,cellular,1,feb,0,1,1,1,failure,no
1600,0,blue-collar,single,secondary,no,0,yes,no,cellular,1,jul,0,1,1,1,failure,no
1601,0,self-employed,married,tertiary,no,0,yes,no,cellular,1,apr,0,0,1,1,other,no
1602,0,technician,single,secondary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
1603,1,retired,married,secondary,no,0,no,no,cellular,1,jul,1,1,1,1,failure,no
1604,0,services,married,secondary,no,0,no,no,cellular,0,apr,1,1,1,1,failure,no
1605,0,blue-collar,married,primary,no,1,yes,no,cellular,1,jun,1,1,1,1,failure,no
1606,1,management,married,tertiary,no,0,yes,no,cellular,1,jul,1,0,1,1,failure,no
1607,0,management,married,tertiary,yes,0,yes,no,cellular,1,jul,0,1,1,1,failure,no
1608,1,management,single,tertiary,no,0,no,no,cellular,1,aug,1,1,1,1,failure,no
1609,1,housemaid,married,tertiary,no,0,no,no,cellular,0,aug,0,1,1,1,failure,no
1610,1,housemaid,married,primary,no,0,no,no,telephone,1,jul,0,1,1,1,failure,no
1611,1,blue-collar,divorced,secondary,no,0,no,no,cellular,0,may,0,1,1,1,failure,no
1612,1,retired,divorced,primary,no,1,no,no,telephone,1,mar,0,0,1,1,failure,no
1613,1,management,married,secondary,no,0,yes,no,cellular,1,jun,0,1,1,1,failure,no
1614,1,admin.,married,secondary,no,1,no,no,telephone,0,nov,1,0,1,1,failure,yes
1615,1,retired,divorced,primary,no,0,no,no,cellular,0,oct,1,0,1,1,other,no
1616,1,technician,single,secondary,no,1,yes,no,cellular,1,nov,0,0,1,1,failure,no
1617,1,management,single,tertiary,no,1,no,no,cellular,1,jun,0,1,1,1,failure,no
1618,0,technician,married,tertiary,no,1,yes,yes,cellular,1,nov,1,0,1,1,failure,yes
1619,0,blue-collar,single,primary,no,1,yes,no,cellular,0,jun,0,0,1,1,failure,no
1620,1,management,married,secondary,no,1,no,no,cellular,1,sep,1,0,1,1,success,yes
1621,0,blue-collar,single,secondary,yes,0,yes,yes,cellular,0,jun,0,0,1,1,failure,no
1622,0,technician,single,secondary,no,1,yes,no,cellular,1,oct,1,0,1,1,failure,no
1623,1,admin.,married,secondary,no,0,no,yes,cellular,1,jul,0,1,1,1,failure,no
1624,1,blue-collar,married,secondary,no,1,yes,no,cellular,0,may,0,0,1,1,failure,no
1625,1,admin.,married,secondary,no,0,no,no,cellular,1,sep,0,0,1,1,failure,no
1626,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,nov,0,0,1,1,other,no
1627,0,housemaid,single,secondary,no,0,yes,no,cellular,1,nov,0,1,1,1,failure,no
1628,1,management,married,tertiary,no,1,yes,no,telephone,0,jul,0,1,1,1,failure,no
1629,0,management,married,tertiary,no,1,no,no,cellular,0,aug,0,0,1,1,success,no
1630,1,unemployed,married,secondary,no,0,no,no,cellular,0,oct,1,1,1,1,failure,yes
1631,1,technician,married,secondary,yes,0,yes,no,cellular,0,aug,0,1,1,1,failure,no
1632,1,technician,divorced,secondary,no,0,yes,no,cellular,1,aug,0,1,1,1,failure,no
1633,1,blue-collar,married,primary,no,0,no,no,cellular,0,aug,1,1,1,1,failure,no
1634,1,self-employed,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,1,failure,no
1635,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,1,0,1,1,failure,no
1636,1,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
1637,1,retired,divorced,primary,no,1,no,no,telephone,1,apr,1,1,1,1,failure,yes
1638,1,blue-collar,married,secondary,no,0,no,no,cellular,0,may,1,0,1,1,failure,no
1639,1,entrepreneur,married,tertiary,no,0,yes,no,cellular,1,jul,1,1,1,1,failure,no
1640,1,retired,divorced,primary,no,0,no,no,telephone,1,may,1,0,1,1,success,no
1641,0,management,single,tertiary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
1642,1,technician,divorced,tertiary,no,0,no,no,cellular,1,may,0,1,1,1,failure,no
1643,0,management,married,tertiary,no,1,no,no,cellular,1,jan,0,0,1,1,failure,no
1644,1,management,married,tertiary,no,0,yes,no,telephone,1,apr,1,1,1,1,other,no
1645,0,self-employed,married,tertiary,no,1,no,no,cellular,0,apr,0,0,1,1,failure,no
1646,1,management,married,tertiary,no,0,yes,no,cellular,0,may,0,0,1,1,failure,no
1647,0,unemployed,single,secondary,no,0,yes,no,cellular,1,jan,1,1,1,1,failure,no
1648,0,admin.,divorced,secondary,no,0,no,no,cellular,1,aug,0,1,1,1,failure,no
1649,0,blue-collar,married,primary,no,1,yes,yes,cellular,0,may,1,0,1,1,failure,no
1650,0,blue-collar,single,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
1651,0,technician,single,secondary,no,1,no,no,cellular,0,feb,0,0,1,1,failure,no
1652,0,technician,single,secondary,no,1,no,no,cellular,0,dec,1,1,1,1,success,yes
1653,1,technician,married,secondary,no,0,no,yes,cellular,0,jul,1,1,1,1,failure,no
1654,1,management,married,secondary,no,1,yes,no,cellular,1,nov,0,1,1,1,failure,no
1655,0,blue-collar,divorced,primary,no,0,no,no,cellular,0,may,1,1,1,1,failure,no
1656,1,retired,married,secondary,no,0,no,no,cellular,0,jun,1,0,1,1,failure,yes
1657,0,technician,married,secondary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
1658,1,admin.,married,secondary,no,1,yes,no,cellular,0,jul,1,0,1,1,failure,no
1659,0,blue-collar,married,secondary,no,1,no,yes,cellular,1,jun,0,0,1,1,failure,no
1660,1,services,married,secondary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
1661,1,technician,married,secondary,no,0,no,yes,cellular,1,nov,0,1,1,1,failure,no
1662,0,blue-collar,single,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
1663,0,management,married,tertiary,no,1,yes,no,cellular,1,aug,0,1,1,1,failure,no
1664,0,student,single,tertiary,no,0,no,no,cellular,1,jul,0,0,1,1,failure,no
1665,1,housemaid,married,primary,no,1,no,no,cellular,0,aug,1,1,1,1,failure,no
1666,0,blue-collar,married,secondary,no,0,yes,yes,cellular,1,may,0,0,1,1,failure,no
1667,0,technician,married,secondary,no,0,yes,no,cellular,0,apr,0,0,1,1,failure,yes
1668,1,entrepreneur,married,secondary,no,0,no,no,cellular,0,jul,1,1,1,1,failure,no
1669,1,blue-collar,married,primary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,no
1670,1,services,married,secondary,no,0,no,yes,cellular,1,jul,1,1,1,1,failure,no
1671,1,admin.,divorced,secondary,no,1,yes,no,cellular,0,may,1,1,1,1,failure,yes
1672,0,technician,single,secondary,no,0,no,no,cellular,0,jul,0,0,1,1,failure,no
1673,1,management,married,tertiary,no,1,yes,no,cellular,0,apr,1,1,1,1,success,no
1674,1,management,married,primary,no,1,yes,no,cellular,0,jun,0,1,1,1,failure,no
1675,1,unemployed,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,1,failure,no
1676,0,blue-collar,married,secondary,no,0,yes,yes,cellular,0,jun,1,1,1,1,failure,no
1677,0,management,single,tertiary,no,1,no,no,cellular,1,aug,1,1,1,1,failure,yes
1678,0,blue-collar,married,secondary,no,0,yes,yes,cellular,1,jul,0,0,1,1,failure,no
1679,1,technician,married,tertiary,no,1,no,no,cellular,0,jul,1,0,1,1,other,yes
1680,1,technician,married,secondary,no,0,yes,yes,cellular,0,may,1,1,1,1,failure,no
1681,1,blue-collar,married,primary,no,1,no,no,cellular,0,may,1,1,1,1,failure,no
1682,0,management,single,tertiary,no,0,no,no,cellular,0,aug,0,0,1,1,failure,no
1683,0,management,single,tertiary,no,1,no,no,cellular,0,may,0,1,1,1,failure,no
1684,1,blue-collar,married,primary,no,0,yes,no,cellular,0,jun,1,1,1,1,failure,no
1685,0,blue-collar,single,secondary,no,0,yes,yes,cellular,1,may,1,1,1,1,failure,no
1686,0,services,single,secondary,no,0,yes,no,cellular,0,apr,1,0,1,1,failure,no
1687,0,student,single,secondary,no,1,no,no,telephone,0,oct,1,0,1,1,failure,yes
1688,1,blue-collar,married,primary,no,0,no,no,cellular,0,feb,1,0,1,1,failure,yes
1689,1,blue-collar,married,secondary,no,1,yes,no,cellular,1,may,1,0,1,1,failure,no
1690,1,retired,married,primary,no,1,no,no,cellular,0,feb,1,1,1,1,success,yes
1691,1,blue-collar,married,secondary,no,1,no,no,cellular,0,jun,0,0,1,1,failure,no
1692,0,services,married,secondary,no,0,no,no,cellular,1,may,1,1,1,1,failure,no
1693,0,management,single,tertiary,no,1,yes,no,cellular,0,feb,1,0,1,1,failure,no
1694,1,technician,married,secondary,no,0,no,no,telephone,1,jan,1,0,1,1,failure,no
1695,0,self-employed,single,tertiary,no,0,yes,no,cellular,1,apr,1,0,1,1,failure,no
1696,1,technician,married,tertiary,no,1,yes,yes,cellular,0,aug,0,0,1,1,failure,no
1697,1,blue-collar,married,secondary,no,0,yes,no,cellular,1,may,0,1,1,1,failure,no
1698,1,retired,single,primary,no,0,no,yes,telephone,0,jul,0,0,1,1,failure,no
1699,1,technician,married,tertiary,no,0,no,no,cellular,1,nov,1,0,1,1,failure,no
1700,0,blue-collar,married,secondary,no,0,yes,no,cellular,0,may,0,1,1,1,failure,no
1701,0,management,married,secondary,no,0,yes,no,cellular,1,jul,1,0,1,1,failure,no
1702,1,management,married,tertiary,no,1,no,no,telephone,1,nov,0,0,1,1,failure,no
1703,1,blue-collar,married,primary,no,0,yes,no,cellular,0,may,1,0,1,1,failure,no
1704,0,blue-collar,single,tertiary,no,1,yes,no,cellular,0,may,0,1,1,1,failure,no
1705,1,services,married,secondary,no,0,yes,no,cellular,1,apr,0,1,1,1,other,no
